          	     evap	     stor	     elev	    totIn
          	     3470	     3470	     3470	     3470
     DATE 	       AF	       AF	       AF	       AF

08/19/1944	     3.26	  7552.05	   350.39	     7.26
08/20/1944	     3.20	  7552.05	   350.39	     7.20
08/21/1944	     3.23	  7552.05	   350.39	     7.23
08/22/1944	     2.95	  7552.05	   350.39	     6.95
08/23/1944	     3.10	  7552.05	   350.39	     7.10
08/24/1944	     3.11	  7552.05	   350.39	     7.11
08/25/1944	     2.96	  7552.05	   350.39	     6.96
08/26/1944	    -1.77	  7552.05	   350.39	     4.14
08/27/1944	    -0.97	  7552.05	   350.39	     4.30
08/28/1944	     2.96	  7552.05	   350.39	     6.96
08/29/1944	     3.28	  7552.05	   350.39	     7.28
08/30/1944	    -1.38	  7552.05	   350.39	     5.73
08/31/1944	     1.16	  7552.05	   350.39	     5.42
09/01/1944	     0.75	  7552.05	   350.39	     8.57
09/02/1944	     2.96	  7552.05	   350.39	     8.70
09/03/1944	     3.01	  7552.05	   350.39	     7.01
09/04/1944	     3.02	  7552.05	   350.39	     7.02
09/05/1944	     3.04	  7552.05	   350.39	     7.04
09/06/1944	    -9.01	  7552.05	   350.39	     5.75
09/07/1944	     2.43	  7552.05	   350.39	     6.43
09/08/1944	     2.89	  7552.05	   350.39	     6.89
09/09/1944	     2.90	  7552.05	   350.39	     6.90
09/10/1944	     1.74	  7552.05	   350.39	     5.74
09/11/1944	   -25.92	  7552.05	   350.39	     7.82
09/12/1944	    -0.81	  7552.05	   350.39	    19.48
09/13/1944	     1.97	  7552.05	   350.39	    16.73
09/14/1944	     2.08	  7552.05	   350.39	     8.02
09/15/1944	     2.33	  7552.05	   350.39	     6.80
09/16/1944	     2.46	  7552.05	   350.39	     6.46
09/17/1944	     2.57	  7552.05	   350.39	     6.57
09/18/1944	     0.79	  7552.05	   350.39	     5.54
09/19/1944	   -15.60	  7552.05	   350.39	     5.95
09/20/1944	     2.82	  7552.05	   350.39	     6.82
09/21/1944	    -0.21	  7552.05	   350.39	     6.39
09/22/1944	     2.46	  7552.05	   350.39	     9.86
09/23/1944	     2.39	  7552.05	   350.39	     7.68
09/24/1944	     2.33	  7552.05	   350.39	     6.33
09/25/1944	     2.25	  7552.05	   350.39	     6.25
09/26/1944	     2.27	  7552.05	   350.39	     6.27
09/27/1944	     2.20	  7552.05	   350.39	     6.20
09/28/1944	     2.18	  7552.05	   350.39	     6.18
09/29/1944	    -0.54	  7552.05	   350.39	     5.44
09/30/1944	     2.23	  7552.05	   350.39	     6.23
10/01/1944	     2.37	  7552.05	   350.39	     7.32
10/02/1944	     2.28	  7552.05	   350.39	     6.89
10/03/1944	     2.34	  7552.05	   350.39	     6.34
10/04/1944	     2.24	  7552.05	   350.39	     6.24
10/05/1944	     2.08	  7552.05	   350.39	     6.08
10/06/1944	     1.99	  7552.05	   350.39	     5.99
10/07/1944	    -9.43	  7552.05	   350.39	     5.38
10/08/1944	     2.00	  7552.05	   350.39	     6.33
10/09/1944	     2.04	  7552.05	   350.39	     6.04
10/10/1944	     2.08	  7552.05	   350.39	     6.08
10/11/1944	     2.06	  7552.05	   350.39	     6.06
10/12/1944	     2.05	  7552.05	   350.39	     6.05
10/13/1944	    -4.39	  7552.05	   350.39	     5.86
10/14/1944	     2.13	  7552.05	   350.39	    11.91
10/15/1944	     1.98	  7552.05	   350.39	     7.28
10/16/1944	     2.08	  7552.05	   350.39	     6.08
10/17/1944	     1.96	  7552.05	   350.39	     5.96
10/18/1944	     1.95	  7552.05	   350.39	     5.95
10/19/1944	    -7.53	  7552.05	   350.39	     5.30
10/20/1944	    -6.34	  7552.05	   350.39	     8.19
10/21/1944	     1.44	  7552.05	   350.39	     9.70
10/22/1944	     1.52	  7552.05	   350.39	     7.36
10/23/1944	     1.65	  7552.05	   350.39	     6.41
10/24/1944	     1.72	  7552.05	   350.39	     5.72
10/25/1944	     1.42	  7552.05	   350.39	     6.10
10/26/1944	     1.52	  7552.05	   350.39	     6.02
10/27/1944	     1.59	  7552.05	   350.39	     5.78
10/28/1944	     1.56	  7552.05	   350.39	     5.62
10/29/1944	     1.53	  7552.05	   350.39	     5.53
10/30/1944	     1.55	  7552.05	   350.39	     6.89
10/31/1944	     1.53	  7552.05	   350.39	     5.70
11/01/1944	     1.32	  7552.05	   350.39	     5.32
11/02/1944	     1.51	  7552.05	   350.39	     5.51
11/03/1944	     1.39	  7552.05	   350.39	     5.39
11/04/1944	     1.19	  7552.05	   350.39	     5.19
11/05/1944	     1.43	  7552.05	   350.39	     5.43
11/06/1944	     0.98	  7552.05	   350.39	     4.98
11/07/1944	     1.08	  7552.05	   350.39	     5.08
11/08/1944	     0.99	  7552.05	   350.39	     4.99
11/09/1944	    -1.32	  7552.05	   350.39	     4.03
11/10/1944	     1.02	  7552.05	   350.39	     5.02
11/11/1944	     1.00	  7552.05	   350.39	     5.00
11/12/1944	     1.06	  7552.05	   350.39	     5.06
11/13/1944	     1.21	  7552.05	   350.39	     5.20
11/14/1944	     1.43	  7552.05	   350.39	     5.43
11/15/1944	     1.18	  7552.05	   350.39	     5.18
11/16/1944	     1.56	  7552.05	   350.39	     5.56
11/17/1944	     1.33	  7552.05	   350.39	     5.33
11/18/1944	     1.05	  7552.05	   350.39	     5.05
11/19/1944	   -11.71	  7552.05	   350.39	     4.55
11/20/1944	     0.81	  7552.05	   350.39	     7.90
11/21/1944	     1.39	  7552.05	   350.39	     7.69
11/22/1944	     1.37	  7552.05	   350.39	     5.52
11/23/1944	     1.23	  7552.05	   350.39	     5.23
11/24/1944	     1.11	  7552.05	   350.39	     5.11
11/25/1944	     1.12	  7552.05	   350.39	     5.12
11/26/1944	     0.78	  7552.05	   350.39	     4.78
11/27/1944	    -7.57	  7552.05	   350.39	     6.98
11/28/1944	     1.01	  7552.05	   350.39	    15.27
11/29/1944	    -2.66	  7552.05	   350.39	     8.58
11/30/1944	     0.82	  7552.05	   350.39	     7.11
12/01/1944	     0.82	  7552.05	   350.39	     4.82
12/02/1944	     0.74	  7552.05	   350.39	     4.74
12/03/1944	     0.77	  7552.05	   350.39	     4.77
12/04/1944	     0.93	  7552.05	   350.39	     4.93
12/05/1944	     1.19	  7552.05	   350.39	     5.19
12/06/1944	     1.01	  7552.05	   350.39	     5.01
12/07/1944	   -18.51	  7552.05	   350.39	     4.87
12/08/1944	     0.55	  7552.05	   350.39	    12.51
12/09/1944	     0.86	  7552.05	   350.39	     9.59
12/10/1944	     0.79	  7552.05	   350.39	     6.20
12/11/1944	    -4.34	  7552.05	   350.39	     5.34
12/12/1944	     0.73	  7552.05	   350.39	     6.22
12/13/1944	     0.70	  7552.05	   350.39	     5.34
12/14/1944	     0.67	  7552.05	   350.39	     4.78
12/15/1944	     0.82	  7552.05	   350.39	     4.82
12/16/1944	     0.71	  7552.05	   350.39	     4.71
12/17/1944	     0.68	  7552.05	   350.39	     4.68
12/18/1944	    -1.96	  7552.05	   350.39	     4.30
12/19/1944	     0.82	  7552.05	   350.39	     4.82
12/20/1944	     0.86	  7552.05	   350.39	     4.86
12/21/1944	     0.57	  7552.05	   350.39	     4.57
12/22/1944	     0.58	  7552.05	   350.39	     4.58
12/23/1944	     0.55	  7552.05	   350.39	     4.55
12/24/1944	     0.83	  7552.05	   350.39	     4.83
12/25/1944	     0.95	  7552.05	   350.39	     4.95
12/26/1944	     0.86	  7552.05	   350.39	     4.86
12/27/1944	    -0.55	  7552.05	   350.39	     3.99
12/28/1944	     0.95	  7552.05	   350.39	     4.95
12/29/1944	     0.49	  7552.05	   350.39	     4.49
12/30/1944	     0.14	  7552.05	   350.39	     4.22
12/31/1944	     0.75	  7552.05	   350.39	     4.75
01/01/1945	    -6.02	  7552.05	   350.39	     6.28
01/02/1945	     0.92	  7552.05	   350.39	    10.45
01/03/1945	     0.97	  7552.05	   350.39	     5.47
01/04/1945	     0.96	  7552.05	   350.39	     4.96
01/05/1945	     0.91	  7552.05	   350.39	     4.91
01/06/1945	    -4.00	  7552.05	   350.39	     3.51
01/07/1945	    -2.13	  7552.05	   350.39	     5.29
01/08/1945	     0.79	  7552.05	   350.39	     7.22
01/09/1945	    -0.95	  7552.05	   350.39	     6.07
01/10/1945	     0.70	  7552.05	   350.39	     5.02
01/11/1945	     0.88	  7552.05	   350.39	     4.88
01/12/1945	    -1.47	  7552.05	   350.39	     3.97
01/13/1945	    -2.99	  7552.05	   350.39	     4.37
01/14/1945	     1.20	  7552.05	   350.39	     6.64
01/15/1945	     0.79	  7552.05	   350.39	     4.97
01/16/1945	     0.90	  7552.05	   350.39	     4.90
01/17/1945	     0.84	  7552.05	   350.39	     4.84
01/18/1945	     0.96	  7552.05	   350.39	     4.96
01/19/1945	    -6.27	  7552.05	   350.39	     4.40
01/20/1945	     1.08	  7552.05	   350.39	     6.69
01/21/1945	     0.94	  7552.05	   350.39	     4.94
01/22/1945	     0.51	  7552.05	   350.39	     4.51
01/23/1945	     1.09	  7552.05	   350.39	     5.09
01/24/1945	     1.26	  7552.05	   350.39	     5.26
01/25/1945	     1.20	  7552.05	   350.39	     5.20
01/26/1945	     0.94	  7552.05	   350.39	     4.94
01/27/1945	     1.34	  7552.05	   350.39	     5.34
01/28/1945	     1.15	  7552.05	   350.39	     5.15
01/29/1945	     1.07	  7552.05	   350.39	     5.07
01/30/1945	     0.94	  7552.05	   350.39	     4.94
01/31/1945	     0.92	  7552.05	   350.39	     4.92
02/01/1945	     0.87	  7552.05	   350.39	     4.87
02/02/1945	     0.84	  7552.05	   350.39	     4.84
02/03/1945	     1.00	  7552.05	   350.39	     5.00
02/04/1945	    -7.25	  7552.05	   350.39	     4.92
02/05/1945	    -0.48	  7552.05	   350.39	     8.50
02/06/1945	     0.48	  7552.05	   350.39	    11.52
02/07/1945	    -0.03	  7552.05	   350.39	     8.54
02/08/1945	     1.11	  7552.05	   350.39	     7.42
02/09/1945	     1.38	  7552.05	   350.39	     7.21
02/10/1945	     1.80	  7552.05	   350.39	     6.67
02/11/1945	     1.36	  7552.05	   350.39	     6.22
02/12/1945	   -27.01	  7552.05	   350.39	     6.14
02/13/1945	   -22.85	  7552.05	   350.39	    23.84
02/14/1945	     2.19	  7552.05	   350.39	    29.75
02/15/1945	     2.36	  7552.05	   350.39	    24.41
02/16/1945	     0.64	  7552.05	   350.39	    13.39
02/17/1945	   -12.19	  7552.05	   350.39	    12.05
02/18/1945	     0.91	  7552.05	   350.39	    17.96
02/19/1945	     1.67	  7552.05	   350.39	    15.71
02/20/1945	    -2.50	  7552.05	   350.39	    12.47
02/21/1945	    -2.01	  7552.05	   350.39	    11.96
02/22/1945	    -8.72	  7552.05	   350.39	    22.31
02/23/1945	    -5.33	  7552.05	   350.39	    36.04
02/24/1945	     1.73	  7552.05	   350.39	    39.85
02/25/1945	     1.85	  7552.05	   350.39	    21.55
02/26/1945	     0.90	  7552.05	   350.39	    15.10
02/27/1945	     2.10	  7552.05	   350.39	    13.46
02/28/1945	     0.73	  7552.05	   350.39	    13.14
03/01/1945	     1.85	  7552.05	   350.39	    16.53
03/02/1945	     2.51	  7552.05	   350.39	    13.79
03/03/1945	     1.26	  7552.05	   350.39	    12.58
03/04/1945	    -3.13	  7552.05	   350.39	    16.14
03/05/1945	     1.61	  7552.05	   350.39	    29.61
03/06/1945	     2.63	  7552.05	   350.39	    21.76
03/07/1945	     1.98	  7552.05	   350.39	    16.61
03/08/1945	     1.85	  7552.05	   350.39	    14.46
03/09/1945	     1.88	  7552.05	   350.39	    13.03
03/10/1945	     2.02	  7552.05	   350.39	    12.19
03/11/1945	     2.34	  7552.05	   350.39	    11.33
03/12/1945	     0.48	  7552.05	   350.39	    10.09
03/13/1945	     1.68	  7552.05	   350.39	    10.02
03/14/1945	     1.43	  7552.05	   350.39	     9.92
03/15/1945	     2.42	  7552.05	   350.39	    11.35
03/16/1945	     3.01	  7552.05	   350.39	     9.89
03/17/1945	     2.95	  7552.05	   350.39	     9.28
03/18/1945	     2.84	  7552.05	   350.39	     8.88
03/19/1945	     2.96	  7552.05	   350.39	     8.49
03/20/1945	    -6.09	  7552.05	   350.39	     9.77
03/21/1945	     1.34	  7552.05	   350.39	    23.89
03/22/1945	     2.02	  7552.05	   350.39	    17.27
03/23/1945	     2.66	  7552.05	   350.39	    12.16
03/24/1945	     3.01	  7552.05	   350.39	    10.36
03/25/1945	     2.60	  7552.05	   350.39	     9.97
03/26/1945	   -15.79	  7552.05	   350.39	    11.79
03/27/1945	     2.64	  7552.05	   350.39	    43.43
03/28/1945	     3.17	  7552.05	   350.39	    34.79
03/29/1945	     3.16	  7552.05	   350.39	    16.43
03/30/1945	     3.42	  7552.05	   350.39	    15.67
03/31/1945	     2.92	  7552.05	   350.39	    12.83
04/01/1945	     2.97	  7552.05	   350.39	    12.22
04/02/1945	    -7.21	  7552.05	   350.39	    12.69
04/03/1945	     3.47	  7552.05	   350.39	    20.95
04/04/1945	     3.36	  7552.05	   350.39	    13.89
04/05/1945	     2.24	  7552.05	   350.39	    11.53
04/06/1945	     2.11	  7552.05	   350.39	    10.43
04/07/1945	     2.00	  7552.05	   350.39	     9.75
04/08/1945	     2.50	  7552.05	   350.39	     9.39
04/09/1945	     2.87	  7552.05	   350.39	     9.12
04/10/1945	     3.02	  7552.05	   350.39	     8.73
04/11/1945	     3.07	  7552.05	   350.39	     8.47
04/12/1945	     3.33	  7552.05	   350.39	     8.13
04/13/1945	     3.34	  7552.05	   350.39	     7.86
04/14/1945	     4.03	  7552.05	   350.39	     8.26
04/15/1945	     3.52	  7552.05	   350.39	     7.52
04/16/1945	     2.81	  7552.05	   350.39	     7.16
04/17/1945	   -18.91	  7552.05	   350.39	    15.94
04/18/1945	     2.80	  7552.05	   350.39	    17.43
04/19/1945	     2.80	  7552.05	   350.39	     9.46
04/20/1945	     3.10	  7552.05	   350.39	     7.97
04/21/1945	     3.30	  7552.05	   350.39	     7.84
04/22/1945	    -7.22	  7552.05	   350.39	     7.03
04/23/1945	    -9.83	  7552.05	   350.39	    13.47
04/24/1945	   -39.65	  7552.05	   350.39	    25.74
04/25/1945	    -5.90	  7552.05	   350.39	   111.41
04/26/1945	     3.14	  7552.05	   350.39	    79.96
04/27/1945	     2.54	  7552.05	   350.39	    44.30
04/28/1945	    -2.85	  7552.05	   350.39	    20.34
04/29/1945	     2.40	  7552.05	   350.39	    26.22
04/30/1945	     2.41	  7552.05	   350.39	    21.05
05/01/1945	     2.64	  7552.05	   350.39	    31.86
05/02/1945	     1.40	  7552.05	   350.39	    28.83
05/03/1945	     1.88	  7552.05	   350.39	    30.58
05/04/1945	     2.32	  7552.05	   350.39	    27.55
05/05/1945	     2.51	  7552.05	   350.39	    24.79
05/06/1945	     2.67	  7552.05	   350.39	    21.87
05/07/1945	     1.93	  7552.05	   350.39	    20.12
05/08/1945	     2.78	  7552.05	   350.39	    19.80
05/09/1945	     3.07	  7552.05	   350.39	    19.48
05/10/1945	     2.27	  7552.05	   350.39	    17.63
05/11/1945	     2.59	  7552.05	   350.39	    16.99
05/12/1945	   -10.08	  7552.05	   350.39	    28.03
05/13/1945	    -1.82	  7552.05	   350.39	    65.30
05/14/1945	     3.77	  7552.05	   350.39	    58.40
05/15/1945	     3.88	  7552.05	   350.39	    31.43
05/16/1945	     3.24	  7552.05	   350.39	    24.00
05/17/1945	     1.10	  7552.05	   350.39	    26.76
05/18/1945	     2.16	  7552.05	   350.39	    21.18
05/19/1945	     2.81	  7552.05	   350.39	    19.17
05/20/1945	     3.18	  7552.05	   350.39	    18.26
05/21/1945	     3.60	  7552.05	   350.39	    16.72
05/22/1945	     3.31	  7552.05	   350.39	    16.46
05/23/1945	     3.09	  7552.05	   350.39	    16.14
05/24/1945	     3.41	  7552.05	   350.39	    14.55
05/25/1945	     3.56	  7552.05	   350.39	    14.02
05/26/1945	    -1.50	  7552.05	   350.39	    14.60
05/27/1945	    -3.25	  7552.05	   350.39	    18.69
05/28/1945	     4.21	  7552.05	   350.39	    15.61
05/29/1945	     3.97	  7552.05	   350.39	    14.23
05/30/1945	     3.95	  7552.05	   350.39	    13.06
05/31/1945	     4.39	  7552.05	   350.39	    12.74
06/01/1945	     4.80	  7552.05	   350.39	     8.80
06/02/1945	     4.09	  7552.05	   350.39	     8.09
06/03/1945	     3.69	  7552.05	   350.39	     7.69
06/04/1945	     3.21	  7552.05	   350.39	     7.21
06/05/1945	     2.96	  7552.05	   350.39	     6.96
06/06/1945	     3.36	  7552.05	   350.39	     7.36
06/07/1945	     3.36	  7552.05	   350.39	     7.36
06/08/1945	     3.91	  7552.05	   350.39	     7.91
06/09/1945	     4.23	  7552.05	   350.39	     8.23
06/10/1945	     4.16	  7552.05	   350.39	     8.16
06/11/1945	     4.26	  7552.05	   350.39	     8.26
06/12/1945	     4.56	  7552.05	   350.39	     8.56
06/13/1945	     4.53	  7552.05	   350.39	     8.53
06/14/1945	     0.00	  7552.05	   350.39	     4.80
06/15/1945	     3.91	  7552.05	   350.39	     7.91
06/16/1945	     4.03	  7552.05	   350.39	     8.03
06/17/1945	     0.11	  7552.05	   350.39	     4.11
06/18/1945	     2.75	  7552.05	   350.39	     6.75
06/19/1945	     0.80	  7552.05	   350.39	    15.48
06/20/1945	     3.41	  7552.05	   350.39	    20.95
06/21/1945	     3.63	  7552.05	   350.39	     9.95
06/22/1945	     3.97	  7552.05	   350.39	     7.97
06/23/1945	     4.08	  7552.05	   350.39	     8.08
06/24/1945	     4.31	  7552.05	   350.39	     8.31
06/25/1945	     4.09	  7552.05	   350.39	     8.09
06/26/1945	     4.13	  7552.05	   350.39	     8.13
06/27/1945	     4.51	  7552.05	   350.39	     8.51
06/28/1945	     4.55	  7552.05	   350.39	     8.55
06/29/1945	     4.54	  7552.05	   350.39	     8.54
06/30/1945	     2.90	  7552.05	   350.39	     6.90
07/01/1945	     4.44	  7552.05	   350.39	     9.67
07/02/1945	     4.11	  7552.05	   350.39	     8.11
07/03/1945	     3.72	  7552.05	   350.39	     7.72
07/04/1945	     3.78	  7552.05	   350.39	     7.78
07/05/1945	     3.87	  7552.05	   350.39	     7.87
07/06/1945	     3.80	  7552.05	   350.39	     7.80
07/07/1945	     4.08	  7552.05	   350.39	     8.08
07/08/1945	     3.57	  7552.05	   350.39	     7.57
07/09/1945	   -12.23	  7552.05	   350.39	     3.79
07/10/1945	     3.62	  7552.05	   350.39	     7.62
07/11/1945	     3.83	  7552.05	   350.39	     7.83
07/12/1945	     3.40	  7552.05	   350.39	     7.40
07/13/1945	     0.14	  7552.05	   350.39	     4.41
07/14/1945	     1.17	  7552.05	   350.39	     5.17
07/15/1945	    -0.20	  7552.05	   350.39	    33.23
07/16/1945	     3.05	  7552.05	   350.39	    46.62
07/17/1945	     3.48	  7552.05	   350.39	    19.59
07/18/1945	     3.48	  7552.05	   350.39	     8.78
07/19/1945	     3.59	  7552.05	   350.39	     7.59
07/20/1945	     3.50	  7552.05	   350.39	     7.50
07/21/1945	    -3.14	  7552.05	   350.39	    11.11
07/22/1945	     3.97	  7552.05	   350.39	     7.97
07/23/1945	     4.02	  7552.05	   350.39	     8.02
07/24/1945	     4.01	  7552.05	   350.39	     8.01
07/25/1945	     3.87	  7552.05	   350.39	     8.56
07/26/1945	     3.31	  7552.05	   350.39	     7.34
07/27/1945	   -16.27	  7552.05	   350.39	    24.75
07/28/1945	   -13.79	  7552.05	   350.39	    20.68
07/29/1945	     2.79	  7552.05	   350.39	    12.60
07/30/1945	     0.83	  7552.05	   350.39	    16.17
07/31/1945	     1.03	  7552.05	   350.39	     9.55
08/01/1945	     3.71	  7552.05	   350.39	     8.14
08/02/1945	     2.83	  7552.05	   350.39	     7.70
08/03/1945	     3.65	  7552.05	   350.39	     7.65
08/04/1945	   -16.02	  7552.05	   350.39	    11.00
08/05/1945	    -1.32	  7552.05	   350.39	    16.40
08/06/1945	     2.76	  7552.05	   350.39	    17.08
08/07/1945	     1.90	  7552.05	   350.39	    10.06
08/08/1945	     3.32	  7552.05	   350.39	     7.32
08/09/1945	     3.29	  7552.05	   350.39	     7.29
08/10/1945	     3.10	  7552.05	   350.39	     7.10
08/11/1945	     2.95	  7552.05	   350.39	     6.95
08/12/1945	    -2.81	  7552.05	   350.39	     5.59
08/13/1945	     3.08	  7552.05	   350.39	     7.08
08/14/1945	     3.37	  7552.05	   350.39	     7.37
08/15/1945	     3.50	  7552.05	   350.39	     7.50
08/16/1945	     3.20	  7552.05	   350.39	     7.20
08/17/1945	     3.34	  7552.05	   350.39	     7.34
08/18/1945	     2.98	  7552.05	   350.39	     6.98
08/19/1945	     3.13	  7552.05	   350.39	     7.13
08/20/1945	     2.96	  7552.05	   350.39	     6.96
08/21/1945	     3.42	  7552.05	   350.39	     7.42
08/22/1945	     3.35	  7552.05	   350.39	     7.35
08/23/1945	     3.07	  7552.05	   350.39	     7.07
08/24/1945	   -22.12	  7552.05	   350.39	    24.10
08/25/1945	     3.11	  7552.05	   350.39	    21.99
